year,month,week,hour,day,SHIFT,OFFENSE,METHOD,DISTRICT
2012,6,23,10,157,DAY,SEX ABUSE,OTHERS,3
2012,6,23,10,157,DAY,SEX ABUSE,OTHERS,3
2012,6,23,0,159,MIDNIGHT,SEX ABUSE,OTHERS,2
2012,6,23,20,159,EVENING,SEX ABUSE,OTHERS,4
2012,6,23,22,159,EVENING,SEX ABUSE,OTHERS,6
2012,6,24,0,162,MIDNIGHT,HOMICIDE,GUN,7
2012,6,24,10,163,DAY,SEX ABUSE,OTHERS,6
2012,6,24,14,164,DAY,SEX ABUSE,OTHERS,6
2012,6,24,0,165,MIDNIGHT,HOMICIDE,GUN,1
2012,6,24,7,165,DAY,SEX ABUSE,KNIFE,6
2012,6,24,17,165,EVENING,SEX ABUSE,OTHERS,5
2012,6,24,1,166,MIDNIGHT,SEX ABUSE,OTHERS,4
2012,6,24,1,166,MIDNIGHT,SEX ABUSE,OTHERS,4
2012,6,25,0,168,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,6,25,3,168,MIDNIGHT,SEX ABUSE,OTHERS,2
2012,6,25,4,168,MIDNIGHT,SEX ABUSE,OTHERS,7
2012,6,25,21,168,EVENING,SEX ABUSE,OTHERS,3
2012,6,25,0,171,MIDNIGHT,HOMICIDE,GUN,6
2012,6,25,0,174,MIDNIGHT,HOMICIDE,GUN,4
2012,6,26,1,175,MIDNIGHT,SEX ABUSE,OTHERS,1
2012,6,26,5,175,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,6,26,8,175,DAY,SEX ABUSE,OTHERS,3
2012,6,26,21,175,EVENING,SEX ABUSE,OTHERS,4
2012,6,26,0,176,MIDNIGHT,HOMICIDE,OTHERS,7
2012,6,26,0,176,MIDNIGHT,HOMICIDE,KNIFE,6
2012,6,26,8,176,DAY,SEX ABUSE,KNIFE,7
2012,6,26,9,176,DAY,SEX ABUSE,KNIFE,6
2012,6,26,16,176,EVENING,SEX ABUSE,OTHERS,3
2012,6,26,9,179,DAY,SEX ABUSE,KNIFE,7
2012,6,26,0,180,MIDNIGHT,SEX ABUSE,KNIFE,3
2012,6,26,23,181,MIDNIGHT,SEX ABUSE,OTHERS,2
2012,7,27,6,182,MIDNIGHT,SEX ABUSE,OTHERS,1
2012,7,27,20,183,EVENING,SEX ABUSE,OTHERS,3
2012,7,27,0,185,MIDNIGHT,HOMICIDE,GUN,4
2012,7,27,23,185,MIDNIGHT,SEX ABUSE,GUN,5
2012,7,27,0,186,MIDNIGHT,HOMICIDE,GUN,3
2012,7,27,21,186,EVENING,SEX ABUSE,OTHERS,7
2012,7,27,12,187,DAY,SEX ABUSE,OTHERS,6
2012,7,27,12,187,DAY,SEX ABUSE,OTHERS,7
2012,7,27,15,187,DAY,SEX ABUSE,OTHERS,7
2012,7,27,22,187,EVENING,SEX ABUSE,OTHERS,2
2012,7,27,0,188,MIDNIGHT,HOMICIDE,GUN,3
2012,7,27,0,188,MIDNIGHT,HOMICIDE,KNIFE,6
2012,7,27,7,188,DAY,SEX ABUSE,OTHERS,5
2012,7,28,0,189,MIDNIGHT,HOMICIDE,GUN,7
2012,7,28,8,193,DAY,SEX ABUSE,GUN,7
2012,7,28,15,193,DAY,SEX ABUSE,OTHERS,4
2012,7,28,18,193,EVENING,SEX ABUSE,OTHERS,7
2012,7,28,17,194,EVENING,SEX ABUSE,OTHERS,2
2012,7,29,1,196,MIDNIGHT,SEX ABUSE,OTHERS,3
2012,7,29,16,199,EVENING,SEX ABUSE,OTHERS,5
2012,7,29,20,199,EVENING,SEX ABUSE,OTHERS,1
2012,7,29,0,200,MIDNIGHT,HOMICIDE,KNIFE,1
2012,7,29,13,200,DAY,SEX ABUSE,OTHERS,6
2012,7,29,17,200,EVENING,SEX ABUSE,OTHERS,7
2012,7,29,18,200,EVENING,SEX ABUSE,OTHERS,6
2012,7,29,0,202,MIDNIGHT,SEX ABUSE,OTHERS,3
2012,7,29,7,202,DAY,SEX ABUSE,OTHERS,4
2012,7,30,13,205,DAY,SEX ABUSE,OTHERS,1
2012,7,30,0,208,MIDNIGHT,HOMICIDE,GUN,6
2012,7,30,0,208,MIDNIGHT,HOMICIDE,OTHERS,5
2012,7,30,0,208,MIDNIGHT,HOMICIDE,OTHERS,6
2012,7,31,1,210,MIDNIGHT,SEX ABUSE,KNIFE,3
2012,7,31,10,210,DAY,SEX ABUSE,GUN,4
2012,7,31,16,212,EVENING,SEX ABUSE,OTHERS,5
2012,8,31,7,215,MIDNIGHT,SEX ABUSE,OTHERS,1
2012,8,31,0,216,MIDNIGHT,HOMICIDE,GUN,7
2012,8,31,0,216,MIDNIGHT,HOMICIDE,GUN,7
2012,8,31,21,216,EVENING,SEX ABUSE,OTHERS,2
2012,8,32,0,217,MIDNIGHT,HOMICIDE,GUN,4
2012,8,32,7,217,MIDNIGHT,SEX ABUSE,OTHERS,2
2012,8,32,7,217,DAY,SEX ABUSE,OTHERS,4
2012,8,32,7,219,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,8,32,13,219,DAY,SEX ABUSE,OTHERS,3
2012,8,32,15,219,DAY,SEX ABUSE,OTHERS,7
2012,8,32,0,220,MIDNIGHT,SEX ABUSE,OTHERS,7
2012,8,32,2,220,MIDNIGHT,SEX ABUSE,OTHERS,5
2012,8,32,2,220,MIDNIGHT,SEX ABUSE,OTHERS,1
2012,8,32,7,220,MIDNIGHT,SEX ABUSE,OTHERS,7
2012,8,32,16,220,EVENING,SEX ABUSE,OTHERS,1
2012,8,32,22,220,EVENING,SEX ABUSE,OTHERS,1
2012,8,32,10,221,DAY,SEX ABUSE,OTHERS,7
2012,8,32,12,222,DAY,SEX ABUSE,OTHERS,6
2012,8,32,20,222,EVENING,SEX ABUSE,OTHERS,5
2012,8,32,0,223,MIDNIGHT,SEX ABUSE,OTHERS,4
2012,8,32,5,223,MIDNIGHT,SEX ABUSE,OTHERS,4
2012,8,32,9,223,DAY,SEX ABUSE,OTHERS,4
2012,8,32,14,223,DAY,SEX ABUSE,OTHERS,6
2012,8,32,15,223,DAY,SEX ABUSE,OTHERS,2
2012,8,32,23,223,EVENING,SEX ABUSE,OTHERS,3
2012,8,33,21,224,EVENING,SEX ABUSE,OTHERS,2
2012,8,33,1,226,MIDNIGHT,SEX ABUSE,OTHERS,6
2012,8,33,2,226,MIDNIGHT,SEX ABUSE,GUN,6
2012,8,33,15,226,DAY,SEX ABUSE,OTHERS,7
2012,8,33,7,227,DAY,SEX ABUSE,OTHERS,1
2012,8,33,15,229,DAY,SEX ABUSE,OTHERS,1
2012,8,33,15,229,EVENING,SEX ABUSE,OTHERS,3
2012,8,33,4,230,MIDNIGHT,SEX ABUSE,KNIFE,6
2012,8,33,16,230,EVENING,SEX ABUSE,KNIFE,3
2012,8,33,20,230,EVENING,SEX ABUSE,OTHERS,5
2012,8,34,16,232,EVENING,SEX ABUSE,OTHERS,4
2012,8,34,4,233,MIDNIGHT,SEX ABUSE,GUN,6
2012,8,34,13,233,DAY,SEX ABUSE,OTHERS,7
2012,8,34,0,234,MIDNIGHT,HOMICIDE,KNIFE,7
2012,8,34,0,235,MIDNIGHT,HOMICIDE,GUN,5
2012,8,34,0,235,MIDNIGHT,SEX ABUSE,OTHERS,6
